Material Name,Material Title,Material Synonyms,Stream Name,Stream Title,Drop Off Instructions,Special Instructions
herbs_spices,Herbs and spices,"seasoning, salt, pepper, steak spice, oregano, paprika, cinnamon, garlic salt,",wizard_home_composting,Compost at home,,Remove herbs and spices from packaging before placing them in the food scraps cart.
cupboards,Cupboards,cupboard,edmonton_waste_management_centre_ewmc,EWMC drop-off,,
paper_towel_roll,Cardboard tube,"paper tube, roll, wrapping paper tube, paper towel tube, papertowel, paper towel core",wizard_recycling_depots,Recycling Depot drop-off,,
craft_foam,Craft foam,"Foam sheets,",wizard_garbage,Garbage collection,,
towels,Towels,"bath towels, wash cloth, tea towels, rags",wizard_garbage,Garbage collection,,"Many animal rescue organizations, like the <a href=""https://www.edmontonhumanesociety.com/"" Edmonton Humane Society, accept used towels, linens and blankets for animal bedding."
barbeque,Barbeque,"BBQ, grill, barbecue, barbque, barbecque, Bab-B-Q, barbacue, barbaque, babecue",reuse,Reuse,,
coffee_can_plastic,Coffee can (plastic),"Folgers, coffee container",wizard_recycling,Recycling collection,,
cloth_napkin,Cloth napkin,,reuse,Reuse,,
beverage_carton,Beverage carton,Chai carton,wizard_recycling,Recycling collection,,
tetra-pak_beverage,Tetra-pak (beverage),"tetrapack, tetra pack",wizard_recycling_depots,Recycling Depot drop-off,,
photographs,Photographs,"photos, pictures, polaroid,",wizard_garbage,Garbage collection,,
aluminum_baking_tray,Aluminum tray,"alumimum, aluminium, alluminum, Aluminnun, foil take-out food container",wizard_recycling_depots,Recycling Depot drop-off,,
paper_bag,Paper bag,"Brown Bag, lunch bag, fast food bag, fast food bag, Mcdonalds bag, Mcdonalds bag, Instant oatmeal pouch, Instant oatmeal pouch, paper shopping bag, bakery bag, paper oatmeal bag, oatmeal bag, oatmeal packet, paper bread bag, paper take-out bag, instant oatmeal packaging, paper lunch bag",wizard_recycling_depots,Recycling Depot drop-off,,"New/unused paper bags can be taken to the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre."
computer_monitor,Computer monitor,computer screen,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
keychains,Keychain,"key ring,",reuse,Reuse,,
toiletries,Toiletries (used),"lotion, shampoo, conditioner, Hand sanitizer, Body mist spray",wizard_garbage,Garbage collection,,
vinyl_siding,Vinyl siding,,edmonton_waste_management_centre_ewmc,EWMC drop-off,,
foam_roller,Paint roller,,wizard_garbage,Garbage collection,,"Paint must be completely dry. New/unused paint rollers can be donated to the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre"">Reuse Centre."
toys_non-electronic,Broken toy,"barbie, rubik's cube, rubber duck, toy cars, rattle, puzzle, Lego, dolls, blocks, ball, dragon, stuffy, stuffed animals, plastic toys, action figure, Barbie doll, wooden toy",wizard_garbage,Garbage collection,,"If the toy lights up, makes noise or uses batteries, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
snow_blower,Snow blower,Snowblower,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
window_mirror,Windows,,edmonton_waste_management_centre_ewmc,EWMC drop-off,,
projector,Projector,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
ice_cream_treat_wrapper,Ice cream treat wrapper,"ice cream bar wrapper , popsicle wrap",wizard_garbage,Garbage collection,,
paper,Paper,"Computer paper, writing paper, brochure, notebook paper, bills, post-it notes, sticky notes, maps, notepads, reciept, receipt, papper, pamflet, Poster, glossy paper, thermal paper, scrap paper, paper bills, utility bills, crumpled paper, old bank statements, looseleaf paper, drawing paper, sheet music, business card, tea bag labels, paper with ink on it",wizard_recycling_depots,Recycling Depot drop-off,,
dental_floss_container,Dental floss container,floss dispenser; floss box,wizard_garbage,Garbage collection,,
sugar_bag,Sugar bag,icing sugar bag,wizard_garbage,Garbage collection,,
lawn_furniture,Lawn furniture,"picnic table, lawnchair, lawn chair, lawn swing, Gardenchairs, patio table, broken lawn furniture",reuse,Reuse,,
plastic_hair_curlers,Plastic hair curlers,,reuse,Reuse,,
cell_phone_charger,Cell phone charger,"phone charger cable, charging block",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
pet_food_can,Pet food can,"cat food can, dog food can",wizard_recycling_depots,Recycling Depot drop-off,,"Please rinse. Lables OK. Remove lid, drop into can and squeeze top slightly to keep lid inside."
jewelry_broken,Jewelry (broken),"Fashion jewelry, jewlery, jewlry",wizard_garbage,Garbage collection,,
curling_iron,Curling iron,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
craft_supplies,Craft supplies,"pompom, feathers, rubber stamps, craft paper, scrapbooking supplies, paint brush, craft wire",wizard_garbage,Garbage collection,,
popcorn_bag,Popcorn bag,"microwave popcorn bag, microwave popcorn bag",wizard_garbage,Garbage collection,,
window_mirror,Windows,,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
spray_paint,Spray paint,spraypaint,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
battery_car,Car battery,,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
wrapping_paper_foil,Gift wrap (foil),"wrapping paper, giftwrap, Foil wrapping paper, xmas wrap",wizard_garbage,Garbage collection,,
file_folder,File folder,"folder, dutoang",wizard_recycling_depots,Recycling Depot drop-off,,
styrofoam_packing_peanuts,Styrofoam packing peanuts,"styrafoam, polystyrene, styrefome, styrofome, styrophome, styrofome, styrophome, styroform, styrophom, strofoam, stryafoam, stryofoam, stirofoam, stryofoam, styrofoan, styerfome, syrofoam, number 6, steroform, sytrofoam, styraform, polystrine, polystrrine,",drop-off_-_reuse_centre,Reuse Centre drop-off,,
humidifier,Humidifier,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
baby_formula_spiral_wound_can,Baby formula container (spiral wound can),,wizard_garbage,Garbage collection,,
hearing_aid_battery,Battery (hearing aid),,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
sanitizing_wipe,Cleaning wipe,"wet naps, wet wipes, towelettes, cleansing sheets, Sanitizing wipe, lysol wipes, alcohol swabs",wizard_garbage,Garbage collection,,"Do not flush wipes down your toilet, even if they say theyre flushable. They dont break down and can clog sewer lines."
asphalt,Asphalt,", ash-fault, ashphalt",edmonton_waste_management_centre_ewmc,EWMC drop-off,,
plastic_bottle,Plastic bottle (non-beverage),"soap bottle, ketchup bottle, salad dressing bottle, hand lotion bottle, Contact solution bottle, Glucerna bottle, Pediasure, Ketchup, plastic ketchup container, mustard bottle, hydrogen peroxide bottles, soya sauce bottle, soya sauce container, body wash container (plastic), lemon juice bottle, vinager bottle",wizard_recycling,Recycling collection,,Remove bottle cap and place it in the garbage.
ribbons_bows,Ribbons and bows,wrapping bows,wizard_garbage,Garbage collection,,
pantyhose,Pantyhose,"panty hose, nylons, stockings, nylon stockings",wizard_garbage,Garbage collection,,
rubber_band,Rubber band,", Plastic bands",drop-off_-_reuse_centre,Reuse Centre drop-off,,
furnace,Furnace,,eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,
baseboards,Baseboards,,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
scissors,Scissors,", sissors",drop-off_-_reuse_centre,Reuse Centre drop-off,,
toys_electronic,Electronic toy,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
glues_adhesives,Glues and adhesives,"rubber cement, superglue",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
ice_cube_tray,Ice cube tray,,reuse,Reuse,,
dehumidifier,Dehumidifier,,reuse,Reuse,,
phone_book,Phone book,"telephone directory book, telephone book, yellow pages, Old phone books, yellowpages",wizard_recycling_depots,Recycling Depot drop-off,,
cardboard_box,Cardboard box,"cereal box, detergent box, tissue box, Kleenex box, cracker box, kraft dinner box, cake box, orange box, pastry box, doughnut box, donut box, dryer sheet box, macaroni box",wizard_recycling,Recycling collection,,"Flatten boxes and remove packaging. Put packaging in the garbage.<br /><br />If boxes are too large for a blue bag, bundle (tie) and place underneath the bag. Bundles must be less than 1.2 m (4 ft) long."
plastic_shopping_bag,Plastic shopping bag,", plastic bags, stretchy plastic bag, grocery bags, plastic retail bag",,,,"Pull on the plastic bag. Does it pass the stretch test?  If its stretchy, recycle it! This includes grocery bags, bread bags, produce bags, dry cleaner bags and sandwich bags. Stuff plastic bags into one bag and tie closed. This makes them easier to sort and recycle. If it doesnt stretch, its garbage. This includes cereal bags, pre-washed salad bags, cracker bags and stand-up pouches."
frozen_vegetable_bag,Frozen vegetable bag (flat),"peas, green giant",wizard_recycling,Recycling collection,,Stuff plastic bags into one bag and tie closed. This makes them easier to sort and recycle.
blister_packaging_e_g_gum_package,Blister packaging,"gum, lozenges, contact lens pack, pill foil, medication blister pack, medication bubble packs,",wizard_garbage,Garbage collection,,
glass_dish,Glass dish,,reuse,Reuse,,
battery_disposable,Battery,"alkaline, coppertop, Duracell, ni-cads, nickel cadmium, battweies, batteriesr, battries, bateries, batery, 6 volt batteries, dead battery, batteries, rechargeable battery, mower battery",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
stroller,Stroller,,reuse,Reuse,,
coffee_can_tin,Coffee can (metal),", cocoa tin, coffee tin, coffee container",wizard_recycling,Recycling collection,,Remove lid and place in garbage.
puzzle,Puzzle,,reuse,Reuse,,The Reuse Centre accepts puzzles with missing pieces.
gift_box,Gift box (foil or non-paper),,reuse,Reuse,,
lamp_shade,Lamp shade,,drop-off_-_reuse_centre,Reuse Centre drop-off,,
costume,Costume,Halloween costume,reuse,Reuse,,
nail_polish_remover,Nail polish remover,", Nailpolish remover",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
water_faucet,Water faucet,,wizard_reuse_-_building_materials,Reuse (home renovation materials),,
diaper_genie_refills,Diaper pail,"Diaper Genie, Diaper can, Diaper wizard",reuse,Reuse,,
shampoo_tube,Shampoo tube,,wizard_garbage,Garbage collection,,
gift_bags_paper,Gift bag (paper),,wizard_recycling_depots,Recycling Depot drop-off,,Please remove handles before putting item in the recycling.
cooking_pots_ceramic,Cooking pot (ceramic),,wizard_garbage,Garbage collection,,
metal_food_can,Metal food can,"Soup can, tin can, tincan, pet food can, sardine can, cat food can, tin containers, cans of food, can, cat food tin, aluminum can, , milk can, tuna can",wizard_recycling,Recycling collection,,"Please rinse. Labels ok. Remove lid, drop into can and squeeze top slightly to keep lid inside."
pencil_crayon,Pencil crayon,"coloured pencil, colouring pencils",wizard_garbage,Garbage collection,,
sour_cream_container,Sour cream container,,wizard_recycling,Recycling collection,,Rinse container. Place foil lid in garbage and plastic lid in recycling.
flat_iron,Flat iron,"flatiron, hair straightener",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
padlock,Padlock,"lock, metal lock",drop-off_-_reuse_centre,Reuse Centre drop-off,,
computer_cables,Computer cables,"computer cord, ethernet cable",reuse,Reuse,,
solid_air_freshener,Solid air freshener,,wizard_garbage,Garbage collection,,
paint_brush,Paintbrush,paint brush,wizard_garbage,Garbage collection,,"Paint must be completely dry. New/unused paintbrushes can be donated to the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre"">Reuse Centre."
plastic_jug,Plastic jug,"distilled water jug, vinegar container",wizard_recycling_depots,Recycling Depot drop-off,,Remove caps and lids and place in garbage.
concrete,Concrete,", Cement blocks, Cement pieces, cement",edmonton_waste_management_centre_ewmc,EWMC drop-off,,
aerosol_can_hazardous_contents,Aerosol can (hazardous contents),insecticide,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
facial_tissues,Facial tissue,"kleenex, used tissue, Kleenex, kleenix tissue, scotties",wizard_garbage,Garbage collection,,
plastic_container,Plastic container,"applesauce, yougurt, pudding, youghurt, margarine, apple sauce plastic cup, toilet bowl cleaner container, empty cooking oil bottles, Vitamin container, Syrup container, plastic food containers, plastic herbicide bottle, fruit cups, hydrogen peroxide bottle, nutella jar, empty herbicide container, plastic containers, baby powder container, cat litter plastic container, plastic storage container, large plastic container, harpic bottle, plastic vinegar containers, dishwasher soap container, drink mix container, plastic cleaning product containers, canola oil container, , cottage cheese container",wizard_recycling,Recycling collection,,"Edmontons recycling program accepts the following types of plastic containers: bottles such as soda, shampoo, dish soap and mouthwash bottles, jugs such as milk, laundry detergent and bleach jugs, jars such as peanut butter and mayonnaise jars, tubs such as margarine, yogurt and sour cream tubs, and clamshells such as bakery and strawberry containers. Rinse containers. Remove caps and lids before putting containers in your recycling. Labels OK."
stationary_bike,Stationary bike,,reuse,Reuse,,
luggage,Luggage,"suitcase, suit case, trunk, travel, briefcase",reuse,Reuse,,
baby_bottles,Baby bottle,"baby botle, infant bottle",reuse,Reuse,,
air_pillow,Air pillow,"packing pillow, air package",wizard_garbage,Garbage collection,,Deflate before placing in garbage
5-gallon_pail,5-gallon pail,", ridgid plastic pails, plastic pales",wizard_garbage,Garbage collection,,
drain_cleaner_container_empty,Drain cleaner container (empty),,wizard_recycling_depots,Recycling Depot drop-off,,Remove caps or lids and place in garbage.
camera,Camera,Slr camera,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
plastic_stand-up_pouch,Plastic stand-up pouch,"trail mix, cashews, almonds, tide pod plastic bag, cat treat bag, plastic pouch",wizard_garbage,Garbage collection,,
tin_foil,Tin foil,tinfoil,wizard_garbage,Garbage collection,,
dehumidifier,Dehumidifier,,wizard_eco_station_cfc_appliance,Eco Station drop-off (CFC appliances),,
desktop_computer,Computer,"desktop computer, computer tower",reuse,Reuse,,
